reviewText,subjectivity,enhanced_subjectivity
"It was a very tight fit getting my cables routed back there, even with a modular power supply.",0.0,0.0
"My own fault for not reading description throughly, one mouse not 7 for $8.95.",1.0,1.0
this is an amazing product!,1.0,1.0
Works Great!,1.0,1.0
"All in all, the only downside I can think of in these well-designed and well-made headphones is that they are so expensive, even for the top shelf.",1.0,1.0
It's actually more comfortable than the areo bed and it's 17inches high so it's easy to get up from.,1.0,1.0
Great purchase,1.0,1.0
Ended up giving up on it.,0.0,0.0
When these discs get really ripped up--we just buy new ones!,0.0,0.0
Excellent purchase.,1.0,1.0
Awesome patch put it on my hat,1.0,1.0
"Bought it as a christmas present for my mom, was literally embarrassed bc this thing broke a week into her using it.",0.0,0.0
If I'm at work in my suit and pull out a nice simple swiss army knife it's passable as a gentleman's tool.,1.0,1.0
Good price and an excellent product!!!!,1.0,1.0
The problem was solved by replacing the original driver with a generic driver.,0.0,0.0
"Has lost of controls, nobs, rings, etc.",0.0,0.0
Not a sign of wear on the necks of both ends.,0.0,0.0
My bottles made it through onto my cruise without being confiscated.,0.0,0.0
Wonder why?,0.0,0.0
All the knives are nice and sharp and a very good quality.,1.0,1.0
"Sound is awesome, takes brontosaurus D-Sized batteries.",1.0,1.0
My children said the same thing.,0.0,0.0
The sherpa-like top is quite thin.,1.0,1.0
I recommend purchasing through amazon for the discounted price.,0.0,0.0
wonderful product.,1.0,1.0
XMP profile worked on ASUS Z270i Mini ITX MB,0.0,0.0
"I bought this keyboard for my Samsung E5200 smart TV, and it works like a charm.",1.0,1.0
He was trilled when he opened it.,0.0,0.0
Needed to upgrade my daughters Dell and work great.,1.0,1.0
"Works will in my sink as a stopper and a strainer, just turn it inside out to clean.",1.0,1.0
I just wanted a nice little laptop that could run games at medium or high settings at 30fps.,1.0,1.0
as for the bad feedbacks some people are giving?,1.0,1.0
"I have a question, I am not able to play recorded dvd-r and dvd-rw on my computer.",1.0,1.0
"I'm not worried, I'm sure that the 27/7 customer service will be there to help me out.",1.0,1.0
on the cold fall nights she won't fuss to put this on,1.0,1.0
"For some, this may be a downer because they want to keep their computer running all night but for me, I don't mind it.",0.0,0.0
"They are quite a bit more expensive, a bit bigger, and beautifully made (in other words, they are way nicer than these, but they also 4x or more expensive per figure; as such, I view all of them as being worthy of ""5 stars"" given the impressive price-to-play value ratio of each.)",1.0,1.0
Well made toy also and the characters are well made also.,0.0,0.0
"I have been working in IT for 11 years now, and do EXTENSIVE work at my PC, and have not had any issues yet (knock on wood).",0.0,0.0
So far I am pleased with this one.,1.0,1.0
"The good things:
1.",1.0,1.0
Kind of worthless.,1.0,1.0
Easy to empty--the cubes just fall out.,1.0,1.0
It works great for me.,1.0,1.0
It makes any home manicure look more professional and last much longer.,0.0,0.0
Works perfectly with my Smith and Wesson m&p 9mm full size with a Tlr-3 light attached.,1.0,1.0
You can definitely feel it when you're gripping the paddle with the yakgrip on it.,1.0,1.0
grandkids liked these,1.0,1.0
This is a great little machine...,1.0,1.0
"Bluetooth connectivity seems to be problematic, probably due to drivers.",0.0,0.0
"It looks great, although I haven't used it since it is a gift for someone else.",1.0,0.0
Unfortunately it was broken before I could even take out of the box.,1.0,1.0
they worked for  my  phones,0.0,0.0
"It works great, and holds a LOT of water.",1.0,1.0
A detail I'm glad I added to the rest of the 50's decorations.,1.0,1.0
"piece of high density memory foam (which alone can easily cost more than the entire pad) covered by a tough, velour topped casing with two air valves.",1.0,1.0
i don't use it for hot beverages.,1.0,1.0
She can't wait to play it with her friends.,0.0,0.0
In ideal conditions it worked well.,1.0,1.0
"So it was a toss up... let him scratch, or spray him and then give him a baby bath shampoo within about five minutes.",0.0,0.0
The crema holds until I drink it all.,0.0,0.0
The first unit arrived with a CD player that did no work.,0.0,0.0
Gave to my mom and her puppy absolutely LOVES it.,1.0,1.0
This thermometer can quickly and easily switch between farenheit and celsius with just a push of the button.,1.0,1.0
Classic shape that complement my face.,0.0,0.0
It also is easy to turn on and off with a push of the button.,1.0,1.0
My roomate told me about this and I hesistated because I thought it looked wierd.,0.0,0.0
I use these for my cleft palate dogs and they work great@,1.0,1.0
The only thing is that it took so long to arrive.,1.0,1.0
"They do add up, but we plan on doing one or two for birthdays, etc.",0.0,0.0
No flashing blue light indicator anymore.,0.0,0.0
"I did get all of my money back and they paid for the return, but it was still a hassle to be sent a used item, contact the seller, then repackage it back up, and go to the UPS store to send it off.",0.0,0.0
They don't sell or make replacement strings to continue play.,0.0,0.0
I suppose the partial inflation helps hold it under the bungie and insures that it floats after a capsize.,0.0,0.0
If needed will probably purchase once again in the future.,0.0,0.0
"The attachment kit takes up space, and ultimately you may not save any space.",1.0,1.0
Grandkids liked this game.,1.0,1.0
Cat ate It.,0.0,0.0
Works great.,1.0,1.0
The only downside is the shape of the headset requires a rather large protective pouch compared to other headsets.,1.0,1.0
Good product but will not work for dog with one front leg,1.0,1.0
"The speaker is decent quality for what this item is, but it isn't JBL or anything like that, so keep that in mind.",1.0,0.0
nice product,1.0,1.0
"In 2014, I started with the Blue Snowball iCE per numerous recommendations.",0.0,0.0
I purchased these to use as bedding decor and they match perfectly.,1.0,1.0
My favorite feature is that it switches the current device to whatever you just turned on.,1.0,1.0
"Quality materials, bad design.",1.0,1.0
When ever i need a bag i buy from Ogio.,0.0,0.0
Even my ever finicky chihuahua loves it.,0.0,0.0
"Although, we haven't had to replace the other pan and we've had it for over 5 years.",0.0,0.0
But found a problem with the touchscreen.,0.0,0.0
"Update 8/11/14:  after I wrote the review, I was contacted by the seller (Patazon) and they apologized and sent me a replacement unit at no cost.",0.0,0.0
arrived damaged had to return,0.0,0.0
Clever design.,1.0,1.0
Viruses will likely cause more damage and will be impossible to completely remove if they gained Admisitrator's right and  have dug deep inside your computer.,1.0,1.0
"It's not luxury or going to wow you, but at the same time, the plastic is very high quality and it holds guns just great.",1.0,1.0
It does look great on the wall would look good anywhere in your house.,1.0,1.0
"Replaced the batteries, but it would not come back on.",0.0,0.0
"After installing the DisplayLink drivers from their website and rebooting, the screen started working immediately.",0.0,0.0
I am considering buying a second one in beige.,0.0,0.0
For approx.,0.0,0.0
No free sharpening service like the Shuns but I can handle the maintenance chores.....if/when they arrive.,1.0,1.0
"It lasted several years, then I dropped it!",0.0,0.0
"My sister really likes it, thimks it is wonderfull",0.0,0.0
This severely limited what games I could make available to them.,0.0,0.0
"Like many reviewers before me, I have found this mat to be terrific at catching litter before it is all over the house ...",1.0,0.0
I move it from room to room or put in a doorway to get 2 rooms at once while I'm gone.,0.0,0.0
"The warranty is great too, and I have not had to use it.",1.0,1.0
"The kit was just as described, very happy with it and worked exactly as needed for the project I was working on.",1.0,1.0
I have two small Jellycats I love but this Gund bear is my absolute favorite.,1.0,1.0
"Maybe you can find a lens of this quality for cheaper but if you are tired of looking, then I think you will be more than happy with this purchase.",1.0,1.0
I'm thinking of replacing the other with another of this type.,0.0,0.0
Perfect fit for my HP STREAM tablet,1.0,1.0
The colors are nice.,1.0,1.0
Sadly I will not be able to use them as intended.,1.0,1.0
Don't be a phony.,0.0,0.0
"Quality, not great.",1.0,1.0
the detail on it is just like the picture.,0.0,0.0
I rarely purchase clothes online.,1.0,1.0
Doll has odd square shape back.,0.0,0.0
Easily installed works great,1.0,1.0
Great value and the incense smell great!,1.0,1.0
These are the kind of kitchen towels my mother always has on hand.,1.0,1.0
It does a good job for what it's supposed to do.,1.0,1.0
Does what it is supposed to do,0.0,0.0
"Great product,  great price.",1.0,1.0
I also used this at a party by hanging it from the ceiling.,0.0,0.0
This is a pretty great little speaker.,1.0,1.0
It's perfect and does the job.,1.0,1.0
We will see how well this one holds up.,0.0,0.0
Very pretty picture of chickens.,1.0,1.0
Much improved over the Roku 1,0.0,0.0
"Comes with the most earbuds I've ever seen in a case, so a perfect fit is inevitable.",1.0,0.0
In that case go for the Dignis which offers more colors but lack the versatility for the SD card slot cutout and power & volume buttons.,0.0,0.0
The instructions are horrible.,1.0,1.0
"I moved around a couple times to no results, and had already filled out the returns application on amazon when I got curious.",1.0,1.0
It took me a while to adjust how I lift the iron up.,0.0,0.0
They make my herbs and spices go from just being ingredients to being a visual delight in all their varied color and textural glory.,0.0,0.0
but doesnt bind up around my knees like some Ive tried.,0.0,0.0
We purchased this marble run for our young niece because it looked almost exactly the same as one we bought several years ago for our own children.,0.0,0.0
"in terms of controlling the unique features of the TV such as browser, apps and settings, the remote is great.",1.0,1.0
Dogs love em but they are really expensive,1.0,1.0
The quality is fantastic.,1.0,1.0
This cleans it up quite nicely.,1.0,1.0
This product did not work at all.,0.0,0.0
"We have an 80 pound pitbull and a 70 pound shepherd, and the pit is a heavy chewer (no surprise!!).",,0.0
Put an extension tube behind the macro lens.,1.0,1.0
Very reasonable in price and have held up with multiple washings!,0.0,0.0
Cheaply made but it works.,1.0,1.0
Beautiful baby doll and smells heavenly.,1.0,1.0
So sent them back.,0.0,0.0
"But it's less than a third the price of buying a second ""official"" charger, so that more than makes up for it.",0.0,0.0
